Vaccinate pregnant women? Find another planet. We have enough vaccine injured children. https://t.co/JEzAJQr1yf,1,2,-1
"Question: who really started the anti-vax movement?Answer: vaccines!",0,14,-1
"Everyone, please re tweet this article.#vaccines#autism#alumimum#thimerosal https://t.co/T1nrixKJll",1,4,-1
"Lactate, not vaccinate! https://t.co/NQY441QuXR",0,14,-1
"Scientists don't understood how aluminum adjuvants work. They are added to vaccines to enhance immune response, because they seem to work even though no one knows why. That's science for you. That's trust us vaccines are safe-science cited by Offit to justify vaccination.",0,1,-1
"If one vaccine can cause injury, think about what the cumulative effect of many vaccines will do!",1,2,-1
"@and_kell @ThisMomHCN Gates and the polio disaster. They would have been better off without being vaccinated. Instead, he spread paralysis and death. The money he spent would have been better digging better water wells and adding purification.",1,2,-1
Bill Gates polio vaccine program is a total failure and MSM doesn't report it.,0,14,-1
Hypothetical: CDC admits vaccines cause autism. What happens next?,1,4,-1
"@darcieds I understand if people don't believe in a vaccine/autism link. They've never witnessed regression &amp; the behavioral change. No way it's a coincidence. If it happens to them, &amp; I hope it doesn't, their opinion might change. Parents have no",1,4,-1
"I understand if people don't believe in a vaccine/autism link. They've never witnessed regression &amp; the behavioral change. No way it's a coincidence. If it happens to you, &amp; I hope it doesn't, your opinion might change. Parents have nothing to gain, pharma has everything to loose",1,4,-1
"@lifebiomedguru @cdc 1)  ...vaccinated before 18 or before 24 months (no data)2)  ...3- to 5-year age group (no data)",0,14,0
"Herd immunity is thrown around like gospel, much of the protection #vaccines offer has actually been shown to wane rather quickly. Vaccine-acquired artificial immunity does not work the same way as the naturally acquired immunity you get after recovering from the disease.",1,3,0
"If the vaccine doesn't work, give more vaccines?? https://t.co/G2uOdO1pAf",0,3,0
Research funded by Autism Speaks: no mention of vaccines. https://t.co/9QCM0gzmnY,1,4,0
"Anyone who has seen the reaction after a #vaccine, knows, it's the vaccines. Trying to convince an entity that knows its the vaccines and lies about it is useless. Corruption is at the top.",1,6,-1
"With sarcasm: C-section, baby formula, older men, older women, genetics causes autism. Everything but vaccines. Perfectly safe. No problem here.",1,4,-1
Are vaccines population control. Survival of the fittest induced by man. https://t.co/KkZ2I1zJq7,1,2,-1
"#Vaccine manufacturers are not required to demonstrate vaccines actually reduce the rate of disease contraction, contagion, complication or mortality and improve health. It is simply assumed that elevated antibody levels equate to immunity despite the lack of supporting evidence.",1,3,-1
"Vaccine manufacturers are not required to demonstrate vaccines actually reduce the rate of disease contraction, contagion, complication or mortality and improve health. It is simply assumed that elevated antibody levels equate to immunity despite the lack of supporting evidence.",1,3,-1
"With sarcasm, ""vaccines are perfectly safe - yeah, when they sit on a shelf in a refrigerator."" https://t.co/zfpJIiFN4M",0,2,-1
"With sarcasm, ""it couldn't be the vaccines, they're perfectly safe"". https://t.co/FRgTtviRBG",0,2,-1
"Anyone who has seen the reaction after a vaccine, knows, it's the vaccines. Trying to convince an entity that knows its the vaccines and lies about it is useless. Corruption is at the top. https://t.co/kxqOH6EBfV",1,6,-1
"Anyone who has seen the reaction after a vaccine, knows, it's the vaccines. Trying to convince an entity that knows its the vaccines and lies about it is useless. Corruption is at the top. https://t.co/aDSPWTRBLJ",1,6,-1
"HPV vaccine came out in 2006 and it's touted to prevent cancer later in life. Can I have your crystal ball? Yes it's a vaccine that builds immunity against CERTAIN viruses that cause cancer. So if you don't get cancer, it's because of the vaccine or the bananas you ate. https://t.co/OIDD6bQYvx",0,3,-1
"Anyone who has seen the reaction after a vaccine, knows, it's the vaccines. Trying to convince an entity that knows its the vaccines and lies about it is useless. Corruption is at the top. https://t.co/eUTwYy6elY",1,6,-1
"Do we really need the exact cause? Anyone who has seen the reaction after a vaccine, knows, it's the vaccines. Trying to convince an entity that knows its the vaccines and lies about it is useless. Corruption is at the top. Bring vaccine injured to Washington.",1,6,-1
"Call me crazy for writing this but, the words ""vaccine"" and ""safety"" do not belong together. https://t.co/aCRVueqKDQ",1,2,-1
"Anyone who has seen the reaction after a vaccine, knows - its the vaccines. Now, trying to convince an entity that knows its the vaccines and lies about it is useless. Everyone has to say no thank you and maybe then an entire change at the top will happen. https://t.co/JLHLNsowQ2",1,3,-1
"Spacing out vaccines is not an effective method to prevent autism. If you can not detox heavy metals, it will not matter if an infant only receives 1 vaccine. Toxic chemicals will cause damage. Early life changes are there but subtle. Prevention is better than any cure. #autism",1,4,-1
Make vaccines safer. Then you won't have to harass parents. https://t.co/x39KT7hbFc,0,2,-1
"Article basically says, #vaccines cause #autism because too much aluminum is injected. They have immunity from lawsuits, lobbyists to sway law makers &amp; the ability to remove scientists who disagree. A collar has been created &amp; it's tightening rather quickly. https://t.co/o9dynFH91n",1,4,0
"As society is learning more and more about the failure of vaccine science, our ability to opt out is slowly slipping away. This monopolistic practice needs to stop. It's not a coincidence! It's by design. Our elected officials need to be replaced. https://t.co/7ZoV2gyuHU",0,14,-1
"As society is learning more and more about the failure of vaccine science, our ability to opt out is slowly slipping away. This monopolistic practice needs to stop. It's not a coincidence! It's by design. Our elected officials need to be replaced.",0,14,-1
The page doesn't exist anymore. Probably because it shows vaccines don't work. #Vaccines https://t.co/4M2pL2MGov,0,3,0
"Still want to trust Vaccine Safety Science: for the purpose of evaluating safety and efficacy, vaccine clinical trials often use an aluminium-containing placebo, either containing the same or greater amount of aluminum as the test vaccine. We were and still are scammed.",1,2,-1
"When #aluminum comes from a vaccine, it stays in the body, and studies have shown that the adjuvants do not stay localized but rather travel to the brain where they can be detected up to a year after the injection.",1,2,-1
New study shows INCREASES risk of cervical cancer in women who received the HPV vaccine. The increase was particularly steep (20%) over the two-year... https://t.co/uqdoPV7uqZ,1,2,0
"Animals can also sometimes be negatively affected by vaccines as this interesting case of a cat developing leukemia after a vaccination illustrates. The cat was helped with the homeopathic remedy Thuja, which is often used for vaccinosis. https://t.co/83c34mkGX2",2,14,-1
Exactly what I said when the data was released. Canada has more autism in regions where vaccine coverage is highest! https://t.co/9lmuplX7QX,1,4,-1
How about a little bit of Rover with your flu vaccine? Flucelvax is grown in dog kidney cells. Cocker Spaniel to be precise. Think you're not going to get a bit of dog DNA with it? Think again. But giving a child a homeopathic... https://t.co/O8uTa4XpRJ,1,1,-1
"This Board-certified pediatrician who used to be a vaccine bully, started doing his own research after he saw a child regress into autism and another child die of SIDS after vaccines. He found that unvaccinated children are the healthiest, vaccinated... https://t.co/zaPeUau2H4",1,4,-1
"This Board-certified pediatrician who used to be a vaccine bully, started doing his own research after he saw... https://t.co/zaPeUau2H4",1,4,-1
"So this pediatrician is AGAINST informed consent on vaccination - because it's not convenient for him, too time consuming and parents might just refuse, oh my https://t.co/j2GSpwJF94",0,14,-1
"Non-existent vaccine safety science 101: At the recent meeting of the ACIP (Advisory committee on immunization practices, a division of the CDC) a new hepatitis B vaccine was voted in. It contains a novel... https://t.co/Og6uGDaD3f",1,2,-1
"New study from India showed doubling of deaths after introduction of the pentavalent vaccine (5 in 1 shot, including DPT) over the trivalent DPT shot. https://t.co/CxyAQmz6GA",1,2,-1
"Vaccines can be so confusing! There is a slew of vaccines available and marketed for babies and children, but... https://t.co/EiCfW2zinR",1,14,-1
"Vaccines can be so confusing! There is a slew of vaccines available and marketed for babies and children, but... https://t.co/NvkbgCw1N2",1,14,-1
"Back from May 2015, France no longer recommends rotavirus vaccine due to complications and deaths from... https://t.co/kMWPMVXeie",1,2,-1
"The tides are changing: This article, critical of the silencing of discussions around vaccines safety, was just... https://t.co/NKIooitYeP",1,2,-1
Attention Ontario parents: This is a petition to stop mandatory vaccination education sessions for parents in... https://t.co/mnaLhNgMCI,0,14,-1
Official CDC document shows 'recipe' to create a media fear campaign with the aim to foster 'high vaccination... https://t.co/nlbEk288E0,1,6,-1
While California and Italy are mandating vaccines and Australia is threatening to jail nurses and midwives who... https://t.co/NhZtULgp1V,1,6,-1
"Vaccines made in China and India? Perhaps a problem if 20,000 doses of expired and improperly stored vaccines... https://t.co/rHWq3TWOgk",1,2,-1
This is how you handle a medical doctor trying to intimidate you into signing a refusal to vaccinate form - in... https://t.co/VOy4m5eJnP,1,14,-1
Another pediatrician speaking out: Unvaccinated children are the healthiest and he's seen children descend into... https://t.co/ggre0J0rVX,1,2,-1
Terrible news of the day: Daughter of a patient's friend was injected with HPV vaccine at school yesterday... https://t.co/WgNa1aez8c,1,2,-1
"5700 cases of seizures after measles vaccine per year in the US? ""As it has not been proven that the MMR vaccine... https://t.co/UfiOszWbA9",1,2,-1
"5700 cases of seizures after measles vaccine per year in the US? ""As it has not been proven that the MMR vacci... https://t.co/lmiqzQ1NPf",1,2,-1
Back in 2014: GlaxoSmithKline will not restart production at a vaccine plant in Belgium until an independent... https://t.co/VdwH3I4Gh9,1,2,-1
"Important: Recent court ruling found that vaccines caused SIDS death. A lot, if not most, SIDS deaths as well as... https://t.co/1rZ58FWJSs",1,2,-1
Can pro and prebiotics make a vaccine work better? This study found that people taking pre or probiotcs had a... https://t.co/TMeLMTHuIY,1,2,-1
Interesting story on how a nurse practitioner completely changed her views on vaccines after she did research to... https://t.co/pOGatA0kpO,1,2,-1
"Great discussion around aluminum in vaccines with Del Bigtree, the producer of VAXXED and parent expert JB... https://t.co/T5EI2DItfJ",1,1,-1
Do you ever wonder who actually pays for vaccine safety studies? You'll be sorry you asked after reading this... https://t.co/Pp5WjM0IJW,1,6,-1
"Gardasil, the HPV (Human Papillomavirus) vaccine has been the subject of debate worldwide since it was... https://t.co/rXCnX3wJyd",1,2,-1
"Gardasil, the HPV (Human Papillomavirus) vaccine has been the subject of debate worldwide since it was fast-tra... https://t.co/1QTnMPv5wy",1,2,-1
Love my son - my face of autism - who turned 26 today. The world wants to tell me vaccines not responsible. When he was born we didn_Ñét need a world day for autism. We better figure out why 1 in 65 boys in some places now and figure it out soon.  #alarming #worldautismawarenessday https://t.co/XHrsIV9AI2,1,4,-1
Study: Vitamin D Effective in Preventing Flu Only Among Non-vaccinated Population - Read more:  https://t.co/Yw0tlCVcqx - #Vaccines #BigPharma #VitaminD #NaturalHealth #Flu https://t.co/nKNNaXKmpm,1,3,-1
"Vaccinated versus Unvaccinated Study of Mice Links Hepatitis B Vaccine to Autism#Vaccines #Autism #BigPharma #CDCWhistleblower #CDCFraudRead more: https://t.co/pudDFVwPpJ https://t.co/YxSHwQXk4O",1,4,-1
@ThisMomHCN @vaccineimpact @POTUS @VP @FLOTUS Thanks for the #retweet! Expose the Truth!,0,14,0
"$101 Million Dollar Vaccine Injury Award for Encephalopathy from MMR Vaccine https://t.co/qnsLql9nM2 #vaccines #vaxwithme #VAXXED#vcaccineswork",1,2,-1
#vaccines #Vaxxed #vaxwithme #vaccines https://t.co/aeGFrpDdlt,1,2,-1
This work reveals for the first time that early HBV [Hepatitis B] vaccination induces impairments in behavior and hippocampal neurogenesis.https://t.co/PZ4h6soDbx #VaccinesWork #vaxwithme #vaxxed #vaccines,1,2,1
Vaccines are mutating and causing deadlier strains says Dr Judy Mikovits https://t.co/qbVg5TIfU9 #vaxwithme #vaxxed #vaccineswork #vaccines,1,2,-1
https://t.co/QyIctuaMnu #vaxwithme #vaccineswork #vaxxed #vaccines,1,2,-1
https://t.co/wxRSmbnddk #vaccines #VAXXED #VaccinesWork #vaxwithme,1,2,-1
For those pushing this defective vaccine it causes shingles when it supposed to prevent it https://t.co/4qhRiBnimK #vaxwthme #vaxxed #vaccines #vaccineswork,1,2,-1
"For the first time, the number of children paralyzed by mutant strains of the polio vaccine are greater than the number of children paralyzed by polio itself. https://t.co/iYv5bjMyfn #vaxwithme #vaxxed #vaccines #vaccineswork",1,13,-1
#vaccineswork #vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/HLvW8v2Mu7,1,2,-1
Government continues depopulation program via vaccines https://t.co/9LL8jBMOit #vaxwithme #vaxxed #vacciineswork #vaccines,1,6,-1
Celebrities standing up to Big Pharma bringing out their views https://t.co/HrhDuk0FBk #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,6,-1
"Scientific researchers have discovered that the infectious disease Hand,Foot and Mouth Disease is vaccine-induced and then spread to others through shedding from the Polio Vaccine https://t.co/0cnEMJJE2v #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",1,2,-1
For people that have gone blind or got shingles from vaccine this is for you https://t.co/w4MpdkPI8z #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
https://t.co/8z8bLMgsSB #vaxwithme #vaccineswork #vaccines #vaxxed,1,2,-1
Del Bigtree on the rampage with new gardasil study that says the vaccine causing infertility and other interesting topics #vaxwithme #vaxxed #vaccines #vaccineswork  https://t.co/hptiebdWHK,1,2,-1
@Charbrevolution Were with you the cult is gaining strength everday with every vaccine injury,1,2,-1
scientific research team in Sweden has uncovered evidence that cervical cancer is caused by HPV vaccines https://t.co/8DeGZXAXd0 #vaxwithme #vaxxed #vaccines #vaccineswork,1,2,-1
"What is in your vaccine. Mass Sterilization of Millions of African Girls through Tetanus Vaccine Scandal Broadens as Kenyan Laboratory Attackedhttps://t.co/wAwLpNfO1f #vaxwithme #vaxxed #vaccines #vaccineswork",1,1,-1
#vaxwithme #vaxxed #vaccines https://t.co/R9TrwqXikm,1,2,-1
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/TNV7uTs5sb,1,2,-1
CDC finally admitting there are problems with the flu shot #vaxwithme #vaxxed #vaccineswork #vaccines https://t.co/XwHVK2tcnt,1,2,-1
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/E4Kjys2bjW,1,2,-1
#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme https://t.co/lB3pOZPW8o,1,2,-1
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/LmRASqBUVX,1,2,-1
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/I3BxqmCXw9,1,2,-1
"""This is when we were informed that Jude's suffering was a result of the rotavirus vaccine. The live virus multiplied and spread hard and fast through Jude's tiny body,"" Sonya said. https://t.co/5UdVWAt1yQ #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",1,2,-1
After 14 vaccines at one dr visit child digress into autism. This is a sad story of Vaccine injury https://t.co/uLU10wTzgj #vaxwithme #vaxxed #vaccines #vaccineswork,1,4,-1
For those people that think vaccines are safe and effective read on! https://t.co/llyyXUS0ba #vaxwithme #vaccineswork #vaccines #VAXXED,1,2,-1
Arguments provaxxers use https://t.co/WMeJfWuaZP #vaxwithme #vaxxed #vaccines #vaccineswork,1,14,-1
From a nurse perspectives. Did you know vaccine manufacturers are not liable for vaccine injury. Gilliam Barre listed on vaccine insert as adverse reaction..   https://t.co/zDOzmHcHQt #vaxwithme #vaxxed #vaccines #vaccineswork,1,6,-1
https://t.co/XSePoe78kj #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/cts5XLNUbt,1,2,-1
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/qEdPhHGHNc,1,2,-1
This work reveals for the first time that early HBV [Hepatitis B] vaccination induces impairments in behavior and hippocampal neurogenesis.ë_https://t.co/PZ4h6soDbx #vaxwithme #vaxxed #vaccines #vaccineswork,1,2,-1
Disgusting process on how vaccines are made. No chicken should have to be part of this discusting process  https://t.co/JXdpYklq2I #vaxwithme #vaxxed #vaccines #vaccineswork,1,1,-1
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/8lN7Z0hTUD,1,2,-1
#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme https://t.co/51gchVMVFN,1,2,-1
The author quoted a parent whose daughter received the varicella vaccine at age four (having never had natural chickenpox) and then had recurrent and painful episodes of shingles at ages 13 and 16 https://t.co/2h71gk1OOj #vaxwithme #vaxxed #vaccines #vaccineswork,1,2,-1
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/lkzXQCs6h3,1,2,-1
@1980Dorothy @Just4TheCause @palmer_holliday @sarahsjmk @ChelseaClinton Why don't people want to accept the truth that vaccines cause autism,1,4,-1
Ten confirmed cases were all vaccinated from whooping cough. Are we being misled to believe by big pharma that ppl are protected or just a way for them to make more money  https://t.co/AuzqQhVVrv #Vaccines #vaccineswork #vaxwithme #vaxxed #vaccines #vaccineswork,1,2,-1
#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme https://t.co/GeovHUtLS1,1,2,-1
#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme https://t.co/eMfCCo1vpU,1,2,-1
What does our society look like with all the vaccine injuries for the future generations. After the parents die will the none injured children have to  caretaker  https://t.co/88hdBo8IPj,1,2,-1
What does the future hold for vaccine injured people. Will they be productive members or have to be cared for all their lives. https://t.co/uP7GKJP2iY #vaxwithme #vaxxed #vaccines #vaccineswork,1,2,-1
Why would u want a vaccine that causes what it is suppose to prevent  https://t.co/7pYXhdvuCN,1,2,-1
"Can someone please explain how we survived the 1980s with vaccination rates well below ""herd immunity"" thresholds and far fewer vaccines? Why didn't everyone die?For all the haters, here's the data from CDC: https://t.co/AFlI1h4MEE #vaxwithme #vaxxed #vaccines #vaccineswork",1,11,-1
#vaxwithme #vaxxed #vaccineswork #vaccines https://t.co/kJhlUw1izl,1,2,-1
Doctor negligent after giving baby 13 vaccines multiple doses to get caught up and baby died https://t.co/6Y3JNBPv9Z #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,13,-1
We have to communicate what is going on with vaccine injuries  https://t.co/JZECLrjC8k #vaxwithme #vaxxed #vaccines #vaccineswork,1,2,-1
Chiropractor vaccine free and kids and hardly ever get sick she treats alot of Vaccine injured people https://t.co/hKXJ2IkFVj #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
pharmacists say she will never vaccinate again what is going on https://t.co/GQCdqKDT8N #vaxwithme #vaxxed #vaccines #vaccineswork,1,2,-1
NEW STUDY: Aluminum In Vaccines Unsafe https://t.co/nz70qwwSRI #vaxwithme #vaxxed #vaccineswork #vaccines,1,1,-1
Siblings are the silent victims of Vaccine iinjuries https://t.co/Sryw4d53aK #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
More MDs coming forward research vaxcines https://t.co/43I7SqTUAQ #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme,1,10,-1
9 vaccines in one day come on CDC this is asinine to think this is good. https://t.co/8avOOFxvAJ #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,7,-1
Research research vaccines is parents advice  https://t.co/jhlKwfyuPX #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,14,-1
"Yes, our children have less chickenpox due to the vaccine.ë_ However, shingles, a painful reoccurrence of chickenpox, has become an epidemic illness affecting both children and adults.https://t.co/vRnbDmgyx5 #vaxwithme #vaxxed #vaccines #vaccineswork",1,2,-1
#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed https://t.co/zoAHwFktva,1,2,-1
https://t.co/e7GPbMGgtO #vaxwithme #vaxxed #vaccines #vaccineswork,1,2,-1
"@TYLERG927 @jim_herd @Stutzy6 @lifebiomedguru @and_kell We should make Paul Offit take 10,000 vaccines",0,14,-1
"Fatigue set in after Gardisil vaccine and headaches, scoliosis. Do your research  https://t.co/o2dr0NhQGo #vaxwithme #vaxxed #vaccines #vaccineswork",1,2,-1
Dr Suzanne take on Vitamin K shot https://t.co/J3QfT0ZPgQ #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme,1,2,-1
Generation lost from vaccine injuries horrific story of family struggle.  https://t.co/N3iL2nrTmT #vaxwithme #vaxxed #vaccines #vaccineswork,1,2,-1
RN will never vaccinate again  https://t.co/A3H7xfJPi4 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
Doctors say the stupidest things when they don't know what else to say  https://t.co/QgIOq9Zhlp #vaxwithme #vaxxed #vaccines #vaccineswork,1,2,-1
NiCU nurse woke up to horrors of vaccinating premie babies and quit. https://t.co/jFNOGgKHnc #vaxwithme #vaxxed #vaccines #vaccineswork,1,2,-1
Mother was never the same after vaccination nurse came up from behind when discharge gave her the jab. Make sure that you read paperwork at hospital if u sign for whatever they feel necessary they can give u flu shot.  https://t.co/GLtjQcZvn8 #vaxwithme #vaxxed #vaccines,1,2,-1
Hep B and Vitamin K made my baby sick https://t.co/oWxw0de5Xm #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
We're destroying the health of a generation https://t.co/peIrTPV1xw #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
@and_kell @ThisMomHCN Please listen to vaccine injury stories. Pediatricians will say the vaccines aren't the problem but parents know better https://t.co/WihphpWjlM,1,2,-1
@and_kell @ThisMomHCN You should listen to the patients about their kids regression after  vaccines. Listen to vaxxed injury stories  https://t.co/WihphpWjlM,1,2,-1
My vaccinated child gave my 4 month old baby chickenpox https://t.co/YHkITJ6RmC #vaxwithme #vaxxed #vaccineswork #vaccines,1,2,-1
Eric's life before and after vaccines https://t.co/PI9XhAS0Hz #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,0,2,-1
No more vaccines for this family https://t.co/C3cklw0ly3 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
Vaccines ruined daughter life. Won in vaccine court https://t.co/7QiuR3sQkV #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
Son diagnosed with enlarged kidney but still was vaccinated. Should not vaccinate sick child. Doctors should be held liable. https://t.co/7p7e8e4lcF #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
Daughter died from the HPV vaccine. This is such a sad story. https://t.co/h7ouuVbxX4  #vaxwithme #vaxxed #vaccineswork #vaccines,1,2,-1
45 minutes later son died after vaccine https://t.co/gf8oPmvL52 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
Flu vaccine killed daughter https://t.co/gFbmCXReUT #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
Doctor kept vaccinatong even though son was sick https://t.co/kc0jjBR3Z8 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
Vaccines completely destroyed sons life https://t.co/kc0jjBR3Z8 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
Scientist will never vaccinate again.  https://t.co/xYnJTVVVG4 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,2,-1
Doesn't want to go back to orking with Big Pharma https://t.co/PX8qVbqEl2 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,1,6,-1
Dr after having vaccine injured kids no longer vaccinates. https://t.co/13R42TUvU2 #vaxwithme #vaxxed #vaccineswork #vaccines,1,2,-1
