favorite_count,hash_tags,id,media,retweet_count,text,timestamp,url,user_follower_count,user_id,user_screen_name,Misinformation,Reasoning,Attitude
5,[],9.83E+17,[],5,"""What these observations make apparent is that  Bill GatesÕs vaccine philanthropy indeed represents a ÒmiracleÓÑbut the miracleÕs beneficiaries are the corporations and... https://t.co/rBIFY2JY2W",Mon Apr 09 20:48:49 +0000 2018,[],6274,65906499,VACTRUTH,0,14,-1
5,[],9.83E+17,[],4,"""While many state governments across the U.S. are trying to pass legislation to increase vaccination rates and make... https://t.co/i6eT3jy88v",Mon Apr 09 15:00:04 +0000 2018,[],6274,65906499,VACTRUTH,0,14,-1
13,[],9.83E+17,[],16,"Parents of a child that died from vaccines are taking a stand!

""This is our children we are talking about and Assemblyman John Armato sleeping and on the phone during parents testimonyÕs yesterday. Great... https://t.co/HmrNEVW79A",Mon Apr 09 05:30:27 +0000 2018,[],6274,65906499,VACTRUTH,1,2,-1
25,[],9.83E+17,[],14,"While pregnant...
No vaccines.
No ultrasounds unless truly medically necessary.(RARE)
No sugar test with glucose.
No induction.
No pitocin while laboring.
Eat if you please.
Walk around.
Laboring &amp; birthing on your... https://t.co/oov5jXkV1b",Sun Apr 08 17:09:35 +0000 2018,[],6274,65906499,VACTRUTH,1,2,-1
4,[],9.83E+17,[],2,The vaccine agenda depends on you not believing this... https://t.co/5N0VvgY5jM,Sat Apr 07 22:34:35 +0000 2018,[],6274,65906499,VACTRUTH,1,14,-1
21,[],9.82E+17,[],26,"New FDA-approved Hepatitis B vaccine found to increase heart attack risk by 700%

https://t.co/Mrx4CcYVaf https://t.co/Mrx4CcYVaf",Fri Apr 06 17:23:42 +0000 2018,[],6274,65906499,VACTRUTH,1,2,-1
8,[],9.82E+17,[],8,Was your child developing well and then suddenly fell ill and regressed after receiving vaccinations? Then diagnosed with autism? The CDC has... https://t.co/Co5J6sLAp2,Wed Apr 04 19:02:56 +0000 2018,[],6274,65906499,VACTRUTH,1,4,-1
0,[],9.81E+17,[],0,"If you or a loved one have a pet, and you are faced with coerced vaccinations, this is the documentary to watch. https://t.co/usZfzuO50w",Tue Apr 03 10:12:52 +0000 2018,[],6274,65906499,VACTRUTH,2,14,-1
0,[],9.90E+17,[],0,"#TetanusVaccine #Vaccination #HealthTips #Paralysis

Get Tetanus Vaccine (TT) everytime you get hurt with sharp objects. https://t.co/QyCLuX4TPz",Sun Apr 29 04:44:54 +0000 2018,[],479,819059228,KailashHealth,0,3,1
0,[],9.90E+17,[],0,"One of the best things about studying/working in public health is the constant reminder to always be grateful for everything. When we are trying to solve issues such as homelessness, infectious diseases, vaccine coverage, and more... it is hard not to be. #publichealth",Sun Apr 29 04:42:29 +0000 2018,[],333,1099909843,bbere5,0,14,0
0,[],9.90E+17,[],0,"Project Manager Ð clinical trials, drug development: Responsibilities: Ð Independently manage development projects of any type, including those which require experience with drug, vaccine, biologics development, internal processes and procedures relatedÉ https://t.co/InXp7PLU1Q",Sun Apr 29 04:42:28 +0000 2018,[],172,2580232604,ITjobsMontana,0,14,0
0,[],9.90E+17,[],0,"@gal_deplorable meh... until i see real change for people... the cleaning of the FDA, CDC, UN, police departments, CPS, RedCross, vaccine/cancer truths, tv content,  pollution, toxicity of products,  etc.. i don't really care. #13thamendment #homeschool #unplug",Sun Apr 29 04:42:08 +0000 2018,[],4,9.23E+17,lililhkjs,0,6,-1
