,favorite_count,hash_tags,id,media,retweet_count,text,timestamp,url,user_follower_count,user_id,user_screen_name,,misinformation,reasoning,attitude
10,6,[],1.02E+18,[],3,Who should be your next elected official? One who believes in vaccine safety. Not one who promote unsafe vaccines just because it's the right thing to do. https://t.co/9DFqVCYe8o,Sat Jul 21 17:46:10 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,6,1
11,4,[],1.02E+18,[],4,"Also, vaccines are not considered drugs and do not have the staged trials that regular drugs go through. Therefore, as long as the manufacturers think they're safe, we've captive to their system. https://t.co/T73Bra34Az",Sat Jul 21 17:40:35 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,2,-1
12,2,[],1.02E+18,[],2,"CDC Director: do you know what causes autism? If you do, please tell us. If you don't, then how do you know vaccines can't cause autism? Please don't use the excuse, ""because many more children don't regress after being vaccinated or vaccines have saved millions of lives"". https://t.co/x1jlArcZnh",Sat Jul 21 01:15:23 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,4,-1
13,1,[],1.02E+18,[],1,"Using Darwin's theory ""Survival of the Fittest"", if you can survive Big Pharma's vaccines, you'll have the opportunity to pursue what life has to offer. https://t.co/6KB5DzbkVb",Thu Jul 19 02:07:52 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,2,-1
14,1,[],1.02E+18,[],0,And inject his grand kids with 14 vaccines let him watch the results. https://t.co/OmZUJcCt37,Wed Jul 18 18:53:37 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,14,0
15,15,[],1.02E+18,[],4,"Says the pro-vaccine goto guy _—“Everything people are worried about, like autism or developmental delays, doesn_—Èt happen"" said Dr. Paul Offit, an infectious diseases expert at Children_—Ès Hospital of Philadelphia. Get this guy some new glasses and a jail cell.",Wed Jul 18 16:13:52 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,4,-1
16,0,[],1.02E+18,[],0,"So the only way to prevent the ""new polio vaccine"" from spreading polio is to vaccinate the entire planet with the ""new vaccine"" at approximately the same time. #vaccines #polio https://t.co/xJkOCEyI4G",Tue Jul 17 11:06:09 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,3,1
17,2,[],1.02E+18,[],0,"@Melissa232220 @FLOTUS @realDonaldTrump Big pharma was about to stop making #vaccines because of law suits. Then they were given total immunity by the gov to continue making vaccines. Therefore, they know vaccines cause injury &amp; have done nothing abou",Sat Jul 14 11:33:09 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,2,-1
18,0,[],1.02E+18,[],1,@TweetingAutism @katiewr31413491 This reads like foreshadowing to be a witness against parents who don't vaccinate.,Fri Jul 13 15:24:26 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,14,0
19,0,[],1.02E+18,[],0,Typical scare tactic promoting a false narrative. An unvaccinated carrier with a lethal bacteria which 1 out of every 10 people have. Sounds like a sales pitch for another vaccine. Sounds more like defective vaccine. https://t.co/CJoJs1d8At,Fri Jul 13 14:01:49 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,14,-1
20,2,[],1.02E+18,[],3,More countries - please follow suit. Stand up to big pharma's poison. Demand safer vaccines - IF THERE IS SUCH A THING. https://t.co/fQ7a0J12sZ,Wed Jul 11 22:21:39 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,6,-1
21,0,[],1.02E+18,[],1,"Different / spreading out vaccine schedule could still cause Autism. If your child has a compromised immune system caused by vaccine A, then the next vaccine, vaccine B can cause damage. Then keep repeating pattern forward. Not a viable solution. https://t.co/OzIpR3BZvL",Wed Jul 11 02:34:02 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,2,-1
22,0,[],1.01E+18,[],0,"@realiwasframed Hi Mike, I can understand if you believe that vaccines cannot cause injury because you've never witnessed it firsthand. If it happens to you or someone you know, and I hope it does not, your opinion might change.",Thu Jul 05 13:11:30 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,2,-1
23,8,[],1.01E+18,[],0,"Big pharma was about to stop making #vaccines because of law suits. Then they were given total immunity by the gov to continue making vaccines. Therefore, they know vaccines cause injury &amp; have done nothing about it. Soon they will be forced upon us. Way to go corrupt lawmakers.",Thu Jul 05 03:40:44 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,2,-1
24,1,[],1.01E+18,[],1,Especially since our grand parents are not fully vaccinated like children today. https://t.co/6SN23Zbpch,Sat Jun 30 22:29:23 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,14,0
25,3,[],1.01E+18,[],1,"WHY the mainstream media will not report vaccine injuries. Advertising Dollars-ads are not to sell products-they are to control the media-if they happen to increase sales, that's a bonus. Losing sales to injuries is worth more, so NO negative press on main stream media. https://t.co/1I8jPFV97L",Tue Jun 26 10:23:56 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,2,-1
26,0,[],1.01E+18,[],1,"How about learning what happens when you vaccinate with too many vaccines. My guess, you're not allowed. https://t.co/QU7DaZzlad",Thu Jun 21 18:09:36 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,14,0
27,0,[],1.01E+18,[],2,Time to start revaccinating those who profess vaccines are safe (weight adjusted). https://t.co/XkG5hPWmth,Tue Jun 19 03:46:53 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,14,0
28,6,[],1.01E+18,[],3,Idea for those who want to change vaccine laws. Get revaccinated (weight adjusted) (CDC Schedule) before they sentence children to forced vaccination.,Mon Jun 18 02:51:16 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,14,0
29,6,[],1.00E+18,[],0,Vaccinate pregnant women? Find another planet. We have enough vaccine injured children. https://t.co/JEzAJQr1yf,Thu May 31 02:42:57 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,2,-1
30,8,[],1.00E+18,[],2,"Question: who really started the anti-vax movement?Answer: vaccines!",Sun May 27 04:09:08 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,14,-1
31,2,[],9.99E+17,[],2,"Everyone, please re tweet this article.#vaccines#autism#alumimum#thimerosal https://t.co/T1nrixKJll",Tue May 22 10:03:37 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,4,-1
32,1,[],9.99E+17,[],0,"Lactate, not vaccinate! https://t.co/NQY441QuXR",Mon May 21 09:46:48 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,14,-1
33,10,[],9.98E+17,[],2,"Scientists don't understood how aluminum adjuvants work. They are added to vaccines to enhance immune response, because they seem to work even though no one knows why. That's science for you. That's trust us vaccines are safe-science cited by Offit to justify vaccination.",Sun May 20 17:46:42 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,1,-1
34,4,[],9.98E+17,[],3,"If one vaccine can cause injury, think about what the cumulative effect of many vaccines will do!",Sun May 20 12:39:53 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,2,-1
35,1,[],9.98E+17,[],1,"@and_kell @ThisMomHCN Gates and the polio disaster. They would have been better off without being vaccinated. Instead, he spread paralysis and death. The money he spent would have been better digging better water wells and adding purification.",Sat May 19 15:57:46 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,2,-1
36,1,[],9.98E+17,[],1,Bill Gates polio vaccine program is a total failure and MSM doesn't report it.,Sat May 19 09:56:53 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,14,-1
37,1,[],9.97E+17,[],1,Hypothetical: CDC admits vaccines cause autism. What happens next?,Thu May 17 01:16:29 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,4,-1
38,0,[],9.95E+17,[],1,"@darcieds I understand if people don't believe in a vaccine/autism link. They've never witnessed regression &amp; the behavioral change. No way it's a coincidence. If it happens to them, &amp; I hope it doesn't, their opinion might change. Parents have no",Thu May 10 18:17:21 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,4,-1
39,53,[],9.95E+17,[],29,"I understand if people don't believe in a vaccine/autism link. They've never witnessed regression &amp; the behavioral change. No way it's a coincidence. If it happens to you, &amp; I hope it doesn't, your opinion might change. Parents have nothing to gain, pharma has everything to loose",Thu May 10 18:05:52 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,4,-1
40,2,[],9.94E+17,[],0,"@lifebiomedguru @cdc 1)  ...vaccinated before 18 or before 24 months (no data)2)  ...3- to 5-year age group (no data)",Thu May 10 01:20:22 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,14,0
41,5,[],9.94E+17,[],1,"Herd immunity is thrown around like gospel, much of the protection #vaccines offer has actually been shown to wane rather quickly. Vaccine-acquired artificial immunity does not work the same way as the naturally acquired immunity you get after recovering from the disease.",Wed May 09 14:13:03 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,3,0
42,2,[],9.93E+17,[],1,"If the vaccine doesn't work, give more vaccines?? https://t.co/G2uOdO1pAf",Sun May 06 18:15:46 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,3,0
43,1,[],9.93E+17,[],0,Research funded by Autism Speaks: no mention of vaccines. https://t.co/9QCM0gzmnY,Sun May 06 02:00:49 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,4,0
44,5,[],9.91E+17,[],7,"Anyone who has seen the reaction after a #vaccine, knows, it's the vaccines. Trying to convince an entity that knows its the vaccines and lies about it is useless. Corruption is at the top.",Tue May 01 20:32:43 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,6,-1
45,5,[],9.91E+17,[],1,"With sarcasm: C-section, baby formula, older men, older women, genetics causes autism. Everything but vaccines. Perfectly safe. No problem here.",Mon Apr 30 07:35:37 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,4,-1
46,2,[],9.90E+17,[],1,Are vaccines population control. Survival of the fittest induced by man. https://t.co/KkZ2I1zJq7,Sat Apr 28 14:23:58 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,2,-1
47,3,[],9.90E+17,[],1,"#Vaccine manufacturers are not required to demonstrate vaccines actually reduce the rate of disease contraction, contagion, complication or mortality and improve health. It is simply assumed that elevated antibody levels equate to immunity despite the lack of supporting evidence.",Sat Apr 28 10:20:12 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,3,-1
48,0,[],9.90E+17,[],0,"Vaccine manufacturers are not required to demonstrate vaccines actually reduce the rate of disease contraction, contagion, complication or mortality and improve health. It is simply assumed that elevated antibody levels equate to immunity despite the lack of supporting evidence.",Sat Apr 28 10:19:28 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,3,-1
49,0,[],9.90E+17,[],1,"With sarcasm, ""vaccines are perfectly safe - yeah, when they sit on a shelf in a refrigerator."" https://t.co/zfpJIiFN4M",Fri Apr 27 16:54:53 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,2,-1
50,3,[],9.90E+17,[],0,"With sarcasm, ""it couldn't be the vaccines, they're perfectly safe"". https://t.co/FRgTtviRBG",Fri Apr 27 11:16:31 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,2,-1
51,7,[],9.90E+17,[],9,"Anyone who has seen the reaction after a vaccine, knows, it's the vaccines. Trying to convince an entity that knows its the vaccines and lies about it is useless. Corruption is at the top. https://t.co/kxqOH6EBfV",Thu Apr 26 18:24:08 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,6,-1
52,6,[],9.89E+17,[],1,"Anyone who has seen the reaction after a vaccine, knows, it's the vaccines. Trying to convince an entity that knows its the vaccines and lies about it is useless. Corruption is at the top. https://t.co/aDSPWTRBLJ",Wed Apr 25 17:17:41 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,6,-1
53,2,[],9.85E+17,[],1,"HPV vaccine came out in 2006 and it's touted to prevent cancer later in life. Can I have your crystal ball? Yes it's a vaccine that builds immunity against CERTAIN viruses that cause cancer. So if you don't get cancer, it's because of the vaccine or the bananas you ate. https://t.co/OIDD6bQYvx",Sat Apr 14 22:18:58 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,3,-1
54,3,[],9.85E+17,[],2,"Anyone who has seen the reaction after a vaccine, knows, it's the vaccines. Trying to convince an entity that knows its the vaccines and lies about it is useless. Corruption is at the top. https://t.co/eUTwYy6elY",Fri Apr 13 19:46:21 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,6,-1
55,0,[],9.85E+17,[],0,"Do we really need the exact cause? Anyone who has seen the reaction after a vaccine, knows, it's the vaccines. Trying to convince an entity that knows its the vaccines and lies about it is useless. Corruption is at the top. Bring vaccine injured to Washington.",Fri Apr 13 15:34:39 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,6,-1
56,2,[],9.85E+17,[],0,"Call me crazy for writing this but, the words ""vaccine"" and ""safety"" do not belong together. https://t.co/aCRVueqKDQ",Fri Apr 13 15:04:23 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,2,-1
57,3,[],9.84E+17,[],3,"Anyone who has seen the reaction after a vaccine, knows - its the vaccines. Now, trying to convince an entity that knows its the vaccines and lies about it is useless. Everyone has to say no thank you and maybe then an entire change at the top will happen. https://t.co/JLHLNsowQ2",Thu Apr 12 12:17:16 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,3,-1
58,2,[],9.84E+17,[],1,"Spacing out vaccines is not an effective method to prevent autism. If you can not detox heavy metals, it will not matter if an infant only receives 1 vaccine. Toxic chemicals will cause damage. Early life changes are there but subtle. Prevention is better than any cure. #autism",Tue Apr 10 09:02:48 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,4,-1
59,4,[],9.84E+17,[],1,Make vaccines safer. Then you won't have to harass parents. https://t.co/x39KT7hbFc,Tue Apr 10 00:56:51 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,2,-1
60,2,[],9.83E+17,[],4,"Article basically says, #vaccines cause #autism because too much aluminum is injected. They have immunity from lawsuits, lobbyists to sway law makers &amp; the ability to remove scientists who disagree. A collar has been created &amp; it's tightening rather quickly. https://t.co/o9dynFH91n",Mon Apr 09 20:36:18 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,4,0
61,3,[],9.83E+17,[],3,"As society is learning more and more about the failure of vaccine science, our ability to opt out is slowly slipping away. This monopolistic practice needs to stop. It's not a coincidence! It's by design. Our elected officials need to be replaced. https://t.co/7ZoV2gyuHU",Sun Apr 08 17:46:41 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,14,-1
62,3,[],9.83E+17,[],2,"As society is learning more and more about the failure of vaccine science, our ability to opt out is slowly slipping away. This monopolistic practice needs to stop. It's not a coincidence! It's by design. Our elected officials need to be replaced.",Sun Apr 08 11:40:49 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,14,-1
63,3,[],9.83E+17,[],2,The page doesn't exist anymore. Probably because it shows vaccines don't work. #Vaccines https://t.co/4M2pL2MGov,Sat Apr 07 22:19:02 +0000 2018,[],144,3396592426,b'NewAutismInfo',,0,3,0
64,1,[],9.82E+17,[],0,"Still want to trust Vaccine Safety Science: for the purpose of evaluating safety and efficacy, vaccine clinical trials often use an aluminium-containing placebo, either containing the same or greater amount of aluminum as the test vaccine. We were and still are scammed.",Thu Apr 05 02:40:38 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,2,-1
65,1,[],9.82E+17,[],0,"When #aluminum comes from a vaccine, it stays in the body, and studies have shown that the adjuvants do not stay localized but rather travel to the brain where they can be detected up to a year after the injection.",Thu Apr 05 02:36:14 +0000 2018,[],144,3396592426,b'NewAutismInfo',,1,2,-1
66,1,[],9.99E+17,[],0,New study shows INCREASES risk of cervical cancer in women who received the HPV vaccine. The increase was particularly steep (20%) over the two-year... https://t.co/uqdoPV7uqZ,Tue May 22 16:56:16 +0000 2018,[],239,140980854,b'drzimmermann',,1,2,0
67,0,[],9.96E+17,[],1,"Animals can also sometimes be negatively affected by vaccines as this interesting case of a cat developing leukemia after a vaccination illustrates. The cat was helped with the homeopathic remedy Thuja, which is often used for vaccinosis. https://t.co/83c34mkGX2",Tue May 15 16:56:12 +0000 2018,[],239,140980854,b'drzimmermann',,2,14,-1
68,0,[],9.90E+17,[],1,Exactly what I said when the data was released. Canada has more autism in regions where vaccine coverage is highest! https://t.co/9lmuplX7QX,Sat Apr 28 16:58:08 +0000 2018,[],239,140980854,b'drzimmermann',,1,4,-1
69,1,[],9.88E+17,[],0,How about a little bit of Rover with your flu vaccine? Flucelvax is grown in dog kidney cells. Cocker Spaniel to be precise. Think you're not going to get a bit of dog DNA with it? Think again. But giving a child a homeopathic... https://t.co/O8uTa4XpRJ,Mon Apr 23 06:00:26 +0000 2018,[],239,140980854,b'drzimmermann',,1,1,-1
70,8,[],9.84E+17,[],5,"This Board-certified pediatrician who used to be a vaccine bully, started doing his own research after he saw a child regress into autism and another child die of SIDS after vaccines. He found that unvaccinated children are the healthiest, vaccinated... https://t.co/zaPeUau2H4",Tue Apr 10 15:32:34 +0000 2018,[],239,140980854,b'drzimmermann',,1,4,-1
71,0,[],9.84E+17,[],0,"This Board-certified pediatrician who used to be a vaccine bully, started doing his own research after he saw... https://t.co/zaPeUau2H4",Tue Apr 10 15:32:30 +0000 2018,[],239,140980854,b'drzimmermann',,1,4,-1
72,5,[],9.80E+17,[],3,"So this pediatrician is AGAINST informed consent on vaccination - because it's not convenient for him, too time consuming and parents might just refuse, oh my https://t.co/j2GSpwJF94",Sat Mar 31 05:04:16 +0000 2018,[],239,140980854,b'drzimmermann',,0,14,-1
73,0,[],9.76E+17,[],0,"Non-existent vaccine safety science 101: At the recent meeting of the ACIP (Advisory committee on immunization practices, a division of the CDC) a new hepatitis B vaccine was voted in. It contains a novel... https://t.co/Og6uGDaD3f",Tue Mar 20 23:57:36 +0000 2018,[],239,140980854,b'drzimmermann',,1,2,-1
74,0,[],9.76E+17,[],0,"New study from India showed doubling of deaths after introduction of the pentavalent vaccine (5 in 1 shot, including DPT) over the trivalent DPT shot. https://t.co/CxyAQmz6GA",Tue Mar 20 16:56:03 +0000 2018,[],239,140980854,b'drzimmermann',,1,2,-1
75,0,[],9.72E+17,[],1,"Vaccines can be so confusing! There is a slew of vaccines available and marketed for babies and children, but... https://t.co/EiCfW2zinR",Fri Mar 09 22:26:20 +0000 2018,[],239,140980854,b'drzimmermann',,1,14,-1
76,3,[],9.72E+17,[],1,"Vaccines can be so confusing! There is a slew of vaccines available and marketed for babies and children, but... https://t.co/NvkbgCw1N2",Fri Mar 09 22:25:03 +0000 2018,[],239,140980854,b'drzimmermann',,1,14,-1
77,0,[],9.66E+17,[],0,"Back from May 2015, France no longer recommends rotavirus vaccine due to complications and deaths from... https://t.co/kMWPMVXeie",Tue Feb 20 17:56:05 +0000 2018,[],239,140980854,b'drzimmermann',,1,2,-1
78,0,[],9.65E+17,[],0,"The tides are changing: This article, critical of the silencing of discussions around vaccines safety, was just... https://t.co/NKIooitYeP",Sat Feb 17 21:40:42 +0000 2018,[],239,140980854,b'drzimmermann',,1,2,-1
79,0,[],9.63E+17,[],1,Attention Ontario parents: This is a petition to stop mandatory vaccination education sessions for parents in... https://t.co/mnaLhNgMCI,Sun Feb 11 02:38:05 +0000 2018,[],239,140980854,b'drzimmermann',,0,14,-1
80,7,[],9.62E+17,[],6,Official CDC document shows 'recipe' to create a media fear campaign with the aim to foster 'high vaccination... https://t.co/nlbEk288E0,Fri Feb 09 17:56:08 +0000 2018,[],239,140980854,b'drzimmermann',,1,6,-1
81,0,[],9.61E+17,[],1,While California and Italy are mandating vaccines and Australia is threatening to jail nurses and midwives who... https://t.co/NhZtULgp1V,Tue Feb 06 02:39:51 +0000 2018,[],239,140980854,b'drzimmermann',,1,6,-1
82,0,[],9.57E+17,[],0,"Vaccines made in China and India? Perhaps a problem if 20,000 doses of expired and improperly stored vaccines... https://t.co/rHWq3TWOgk",Thu Jan 25 17:56:04 +0000 2018,[],239,140980854,b'drzimmermann',,1,2,-1
83,0,[],9.56E+17,[],0,This is how you handle a medical doctor trying to intimidate you into signing a refusal to vaccinate form - in... https://t.co/VOy4m5eJnP,Thu Jan 25 03:49:34 +0000 2018,[],239,140980854,b'drzimmermann',,1,14,-1
84,0,[],9.53E+17,[],0,Another pediatrician speaking out: Unvaccinated children are the healthiest and he's seen children descend into... https://t.co/ggre0J0rVX,Tue Jan 16 17:56:20 +0000 2018,[],239,140980854,b'drzimmermann',,1,2,-1
85,0,[],9.52E+17,[],0,Terrible news of the day: Daughter of a patient's friend was injected with HPV vaccine at school yesterday... https://t.co/WgNa1aez8c,Fri Jan 12 23:45:25 +0000 2018,[],239,140980854,b'drzimmermann',,1,2,-1
86,0,[],9.51E+17,[],0,"5700 cases of seizures after measles vaccine per year in the US? ""As it has not been proven that the MMR vaccine... https://t.co/UfiOszWbA9",Thu Jan 11 05:18:34 +0000 2018,[],239,140980854,b'drzimmermann',,1,2,-1
87,0,[],9.51E+17,[],1,"5700 cases of seizures after measles vaccine per year in the US? ""As it has not been proven that the MMR vacci... https://t.co/lmiqzQ1NPf",Thu Jan 11 05:18:06 +0000 2018,[],239,140980854,b'drzimmermann',,1,2,-1
88,0,[],9.50E+17,[],0,Back in 2014: GlaxoSmithKline will not restart production at a vaccine plant in Belgium until an independent... https://t.co/VdwH3I4Gh9,Mon Jan 08 01:27:10 +0000 2018,[],239,140980854,b'drzimmermann',,1,2,-1
89,2,[],9.49E+17,[],2,"Important: Recent court ruling found that vaccines caused SIDS death. A lot, if not most, SIDS deaths as well as... https://t.co/1rZ58FWJSs",Fri Jan 05 22:26:27 +0000 2018,[],239,140980854,b'drzimmermann',,1,2,-1
90,1,[],9.46E+17,[],0,Can pro and prebiotics make a vaccine work better? This study found that people taking pre or probiotcs had a... https://t.co/TMeLMTHuIY,Thu Dec 28 01:55:50 +0000 2017,[],239,140980854,b'drzimmermann',,1,2,-1
91,0,[],9.46E+17,[],1,Interesting story on how a nurse practitioner completely changed her views on vaccines after she did research to... https://t.co/pOGatA0kpO,Tue Dec 26 17:56:15 +0000 2017,[],239,140980854,b'drzimmermann',,1,2,-1
92,0,[],9.38E+17,[],0,"Great discussion around aluminum in vaccines with Del Bigtree, the producer of VAXXED and parent expert JB... https://t.co/T5EI2DItfJ",Tue Dec 05 07:41:05 +0000 2017,[],239,140980854,b'drzimmermann',,1,1,-1
93,0,[],9.37E+17,[],0,Do you ever wonder who actually pays for vaccine safety studies? You'll be sorry you asked after reading this... https://t.co/Pp5WjM0IJW,Fri Dec 01 17:55:13 +0000 2017,[],239,140980854,b'drzimmermann',,1,6,-1
94,0,[],9.35E+17,[],0,"Gardasil, the HPV (Human Papillomavirus) vaccine has been the subject of debate worldwide since it was... https://t.co/rXCnX3wJyd",Sat Nov 25 23:37:21 +0000 2017,[],239,140980854,b'drzimmermann',,1,2,-1
95,0,[],9.35E+17,[],0,"Gardasil, the HPV (Human Papillomavirus) vaccine has been the subject of debate worldwide since it was fast-tra... https://t.co/1QTnMPv5wy",Sat Nov 25 23:37:16 +0000 2017,[],239,140980854,b'drzimmermann',,1,2,-1
96,4,[],9.81E+17,[],1,Love my son - my face of autism - who turned 26 today. The world wants to tell me vaccines not responsible. When he was born we didn_—Èt need a world day for autism. We better figure out why 1 in 65 boys in some places now and figure it out soon.  #alarming #worldautismawarenessday https://t.co/XHrsIV9AI2,Mon Apr 02 19:33:08 +0000 2018,[],355,2858141858,b'SuzorMediation',,1,4,-1
97,0,[],1.01E+18,[],1,Study: Vitamin D Effective in Preventing Flu Only Among Non-vaccinated Population - Read more:  https://t.co/Yw0tlCVcqx - #Vaccines #BigPharma #VitaminD #NaturalHealth #Flu https://t.co/nKNNaXKmpm,Mon Jun 11 23:56:21 +0000 2018,[],59779,236696328,b'HealthyNews2day',,1,3,-1
98,7,[],1.00E+18,[],7,"Vaccinated versus Unvaccinated Study of Mice Links Hepatitis B Vaccine to Autism#Vaccines #Autism #BigPharma #CDCWhistleblower #CDCFraudRead more: https://t.co/pudDFVwPpJ https://t.co/YxSHwQXk4O",Sun May 27 22:19:18 +0000 2018,[],59779,236696328,b'HealthyNews2day',,1,4,-1
99,1,[],9.94E+17,[],1,@ThisMomHCN @vaccineimpact @POTUS @VP @FLOTUS Thanks for the #retweet! Expose the Truth!,Wed May 09 01:38:56 +0000 2018,[],59779,236696328,b'HealthyNews2day',,0,14,0
100,4,[],1.02E+18,[],5,"$101 Million Dollar Vaccine Injury Award for Encephalopathy from MMR Vaccine https://t.co/qnsLql9nM2 #vaccines #vaxwithme #VAXXED#vcaccineswork",Tue Jul 24 23:17:50 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
101,1,[],1.02E+18,[],1,#vaccines #Vaxxed #vaxwithme #vaccines https://t.co/aeGFrpDdlt,Fri Jul 13 11:29:39 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
