@Bibimunoz67 @DoctorChristian Wonderful xxxx the unvaccinated child is the healthiest,2,,"Wonderful xxxx the unvaccinated child,  Wonderful xxxx,  the unvaccinated child,  the healthiest"
@Charbrevolution Were with you the cult is gaining strength everday with every vaccine injury,2,"(cult,  RELIGION)","you,  the cult is gaining strength everday with every vaccine injury,  the cult,  strength everday,  every vaccine injury"
@CharlesLazelle @emergencymedSpR Its mainly men strutting over women like me with vaccine injured kids,2,,"Its,  men strutting over women like me with vaccine injured kids,  men,  women like me,  women,  me,  vaccine injured kids"
@CompersionJane @doritmi @DeniseGeltman @heyitzmemes @LilaGraceRose @Rushluver I believe the current HPV vaccine has 500mcg of Al adjuvant. https://t.co/CqA7ogFYfl,1,"(current,  DATE),  (500mcg,  NUMBER)","I,  the current HPV vaccine,  500mcg of Al adjuvant,  500mcg,  Al adjuvant"
@ConnectCatholic Murdered by vaccines and other Rockefeller medicine poisons &amp; evil court order prohibiting parents rights to take Alfie to an Italian hospital where parents rights are respected,2,"(Alfie,  PERSON),  (Italian,  NATIONALITY)","vaccines and other Rockefeller medicine poisons,  vaccines,  other Rockefeller medicine poisons,  evil court,  order prohibiting parents rights to take Alfie to an Italian hospital where parents rights are respected,  order,  parents rights,  Alfie,  an Italian hospital,  parents rights"
@Da_Godfather907 @Delyla100 Don_¾ÙÓ¾µ©_¾ÙÓ¾µ©t forget his poisoning he promotes via vaccines! String him up too along with Killery &amp; Bill.,2,"(Godfather907,  Don,  PERSON),  (poisoning,  CAUSE_OF_DEATH),  (Killery,  amp,  PERSON),  (Bill,  PERSON)","Godfather907 Don t forget his poisoning he promotes via vaccines String him up too along with Killery amp Bill,  Godfather907 Don t,  his poisoning,  he,  vaccines String him,  vaccines,  him,  Killery amp Bill"
@DocBastard My niece screamed for 6 months after a vaccination. So bad strips of flesh peeling off mom's hands from stress/dad got vasectomy/Dr did nada ..chiro treatment ONLY thing that stopped the nightnare...but too late for little bro or sister.,2,"(6,  months,  DURATION)","My niece,  6 months,  a vaccination So bad strips of flesh peeling off moms hands from stress dad,  a vaccination,  bad strips of flesh,  bad strips,  flesh,  moms hands,  stress dad,  vasectomy Dr,  nada chiro treatment ONLY thing that stopped the nightnare but too late for little bro or sister,  nada chiro treatment ONLY thing,  the nightnare,  little bro or sister"
@DocMeehan @Reece_Bridger Too bad they don't at the least do a basic search and read all sides about vaccines. The vaccine court aka NVICP  alone gives one an understanding that vaccines are dangerous.,2,"(Bridger,  Too,  MISC),  (one,  NUMBER)","Bridger Too,  they,  the least do a basic search and read all sides about vaccines The vaccine court aka NVICP alone gives one an understanding that vaccines are dangerous,  the least,  a basic search,  all sides,  vaccines,  The vaccine court,  aka NVICP,  aka,  NVICP,  one,  an understanding that vaccines are dangerous,  an understanding,  vaccines"
"@Fact Are you seriously forwarding vaccination hyperbole?  This article lists the polio vaccine and MMR (Mumps, Measles, Rubella) as dangerous and states that the flu shot has mercury and MSG in it. Are these _¾ÙÓ¾µ©_¾ÙÓ¾µ©facts_¾ÙÓ¾µ©_¾ÙÓ¾µ©",1,"(MMR,  Mumps,  ORGANIZATION),  (Measles,  Rubella,  ORGANIZATION),  (flu,  CAUSE_OF_DEATH),  (MSG,  ORGANIZATION)","you,  forwarding vaccination,  hyperbole n,  nThis article,  the polio vaccine and MMR Mumps Measles Rubella,  the polio vaccine,  MMR Mumps Measles Rubella,  the flu shot,  mercury and MSG in it,  mercury and MSG,  it,  n nAre these facts,  n nAre,  these facts"
@FaithGoldy Murder with vaccines then more Rockefeller medicine poisons,2,"(Murder,  CRIMINAL_CHARGE)","Murder with vaccines,  Murder,  vaccines,  Rockefeller medicine poisons"
"@Jason_Alabama @realDonaldTrump Hey cunt. They might not cause autism but they very often cause the very illnesses they are designed to vaccinate against. I got mumps, measles and a flu that led to pneumonia from vaccines so guess what..... my three kids aren't vaccinated.",2,"(Alabama,  STATE_OR_PROVINCE),  (measles,  flu,  CAUSE_OF_DEATH),  (pneumonia,  CAUSE_OF_DEATH),  (three,  NUMBER)","Alabama Hey cunt They might not cause autism but they very often cause the very illnesses they are designed to vaccinate against I,  Alabama Hey cunt,  Alabama,  Hey cunt,  cunt,  They,  autism,  they,  illnesses they are designed to vaccinate against I,  illnesses,  they,  I,  mumps measles and a flu that led to pneumonia from vaccines so guess what my three kids arent vaccinated,  mumps measles,  a flu that led to pneumonia from vaccines so guess what my three kids arent vaccinated,  a flu,  pneumonia,  vaccines so guess,  vaccines,  my three kids"
@joejoe80495073 @Autistic_Mind yep the ones with vaccine related bowel disease which means many of them live in constant pain,2,"(disease,  CAUSE_OF_DEATH)","Mind yep the ones with vaccine related bowel disease which means many of them,  Mind yep,  the ones with vaccine,  the ones,  vaccine,  bowel disease which means many of them,  bowel disease,  many of them,  many,  them,  constant pain"
@katelucywhitham @DoctorChristian Kate are you aware that vaccines cause cot death?,2,"(Kate,  PERSON)","Kate,  you,  vaccines,  cot death"
@ksenapathy @tarastrong @mommyphd2 @jillpromoli @Goldrushcomic @scimoms Children are dying from vaccines more,2,,"Children,  vaccines"
@libertytarian Who is going fact check him as he lies about aborted fetal cells in vaccines https://t.co/YldRDyBvzL,1,,"fact,  him,  he,  aborted fetal cells in vaccines,  aborted fetal cells,  vaccines"
"@LoreleiKernav @JakeLCrosby Translation here: accept vaccine injury, and the devastating disability that comes with it for your child since people like Lorele just don't care.",2,,"Translation here,  vaccine injury and the devastating disability that comes with it for your child,  vaccine injury,  the devastating disability that comes with it for your child,  the devastating disability,  it,  your child,  people like Lorele,  people,  Lorele,  dont care"
@lorissalyn @Cattlechildren @Charbrevolution No dead or vaccine-injured children in 15 years? Do they require Passports out there in LaLa Land?,2,"(15,  years,  DURATION)","No dead or vaccine injured children in 15 years,  No dead or vaccine injured children,  15 years,  they,  Passports,  there in LaLa Land,  there,  LaLa Land"
@markjarthur @GetzThruBuckner More of the type of vaccine adjuvant aluminum neuro poisoning that has all too obviously damaged the character and personality of this poor soul. https://t.co/JVg4tL4qmM,1,"(poisoning,  CAUSE_OF_DEATH)","More of the type of vaccine adjuvant aluminum neuro poisoning that has all too obviously damaged the character and personality of this poor soul,  More,  the type of vaccine adjuvant aluminum neuro poisoning that has all too obviously damaged the character and personality of this poor soul,  the type of vaccine adjuvant aluminum neuro poisoning,  vaccine,  the character and personality of this poor soul,  the character and personality,  this poor soul"
"@markjarthur @GetzThruBuckner Poor tom dillion. More vaccine toxic heavy metal poisoning that most likely affected him in the past, not that THIMERASOL toxicity is actually a thing of the past. It's still added in dangerous ""trace amounts"" to vaccines, and we all know...THERE ARE NO SAFE AMOUNTS OF MERCURY https://t.co/JjMMmNWYSk",1,"(poisoning,  CAUSE_OF_DEATH),  (the,  past,  DATE),  (the,  past,  DATE)","Poor tom dillion More vaccine toxic heavy metal poisoning that most likely,  Poor tom dillion More vaccine toxic heavy metal poisoning,  Poor tom dillion More,  Poor tom dillion,  More,  vaccine toxic heavy metal poisoning,  him,  the past,  THIMERASOL toxicity,  a thing of the past It s still added in dangerous trace amounts to vaccines and we all know THERE ARE NO SAFE AMOUNTS OF MERCURY,  a thing,  the past,  It,  dangerous trace amounts,  vaccines,  we,  THERE,  NO SAFE AMOUNTS OF MERCURY,  NO SAFE AMOUNTS,  MERCURY"
"@Melissa232220 @FLOTUS @realDonaldTrump Big pharma was about to stop making #vaccines because of law suits. Then they were given total immunity by the gov to continue making vaccines. Therefore, they know vaccines cause injury &amp; have done nothing abou",2,,"Big pharma,  vaccines,  law suits Then they were given total immunity by the gov to continue making vaccines Therefore,  law suits,  they,  total immunity,  the gov to continue making vaccines Therefore,  vaccines,  they,  vaccines,  injury amp,  nothing abou,  nothing"
"@Plasticdoe @EmmaGPaley @babydocwhit @RightWingBlack2 @sarah_sxlxp @BigTheyInc @MrFlu2 @RyanMarino @ChrisJohnsonMD @Vbalance03 @Rosewind2007 @KitemanX @Luma923 @kidoctr @KarmicTimes @_CWN @SentinelM @boglethemind @Momogarden81 @chrisvcsefalvay @DrPaolini @JakeLCrosby @doritmi @JOEWV @jkellyca @Just4TheCause @_marymason @TinFoilAwards @jarue369 @ailsa_graham @RBuzzy1111 @ThisMomHCN @RustyPee4 @science_guy5 @itsmepanda1 @Boxmenot @FreeBeeCee @PharmaNemesis @thereal_truther @Organic_Mumzy @steffieschiltz @eTweeetz @what_if_007 @LiamTheBrewer @HenningTveit @DUMPTRUMP7 @Dr_dad_of_3 @BlagenLogin @and_kell @kenjaques And the words said it could be Krabbe or something similar. Both parents would have to test positive for it.Just stop . You could watch a child pass away immediately after vaccination and blame something else.",2,"(007,  3,  NUMBER),  (Krabbe,  PERSON)","sxlxp CWN marymason graham guy5 truther Mumzy,  sxlxp CWN marymason,  graham guy5 truther Mumzy,  007 dad of 3 kell And the words said it could be Krabbe or something similar Both parents would have to test positive for it n nJust,  007 dad,  3 kell And the words said it could be Krabbe or something similar Both parents would have to test positive for it n nJust,  3 kell,  the words,  it,  Krabbe,  something similar Both parents,  something similar,  parents,  positive for it n nJust,  it,  You,  a child,  vaccination,  something"
@Plasticdoe @MamaBear11011 @BigTheyInc @Momogarden81 @RightWingBlack2 @what_if_007 @EmmaGPaley @babydocwhit @sarah_sxlxp @MrFlu2 @ChrisJohnsonMD @Vbalance03 @Rosewind2007 @KitemanX @Luma923 @kidoctr @KarmicTimes @_CWN @SentinelM @boglethemind @chrisvcsefalvay @DrPaolini @JakeLCrosby @doritmi @JOEWV @jkellyca @Just4TheCause @_marymason @TinFoilAwards @jarue369 @ailsa_graham @RBuzzy1111 @ThisMomHCN @RustyPee4 @science_guy5 @itsmepanda1 @Boxmenot @FreeBeeCee @PharmaNemesis @thereal_truther @Organic_Mumzy @steffieschiltz @eTweeetz @LiamTheBrewer @HenningTveit @DUMPTRUMP7 @Dr_dad_of_3 @BlagenLogin @and_kell @kenjaques If only we could ask FDR what his *stance* would be on vaccines since polio myelitis left him paraplegic,2,"(007,  3,  NUMBER),  (FDR,  PERSON)","007 sxlxp CWN,  marymason graham guy5 truther Mumzy dad of 3 kell If only we could ask FDR what his stance would be on vaccines since polio myelitis left him paraplegic,  marymason graham guy5 truther Mumzy dad,  3 kell,  only we,  FDR what his stance would be on vaccines since polio myelitis left him paraplegic,  FDR,  his stance,  vaccines,  polio myelitis,  him"
@R7Goodman @DoctorChristian technically aluminium is a light metal but referred to as heavy in health arena as its v toxic - in vaccines too,1,,"aluminium,  a light metal,  heavy in health arena as its v toxic in vaccines,  heavy,  health arena as its v toxic in vaccines,  health arena,  its v toxic in vaccines,  its v toxic,  vaccines"
@Rainbow_L_S @DoctorChristian Would be great to know - what we do know is that the rates in the unvaccinated is considerably lower - studies prove the unvaccinated child is healthier with far less neuro issues. Not surprising as vaccines loaded with neuro,2,,"L S,  we,  the rates in the unvaccinated,  the rates,  the unvaccinated,  studies,  the unvaccinated child,  far less neuro issues Not surprising,  far less neuro issues,  vaccines loaded with neuro,  vaccines,  neuro"
"@robertkaaatz ... Vaccinate their child. The mother's baby then was infected with whopping cough and died after. I will never forget the woman's anguish at losing her child.People also need to stop and think about others when getting their vaccine.",2,,"their child,  The mothers baby,  whopping cough,  I,  the womans anguish,  her child n nPeople,  others,  their vaccine"
"@RR2GO Like when people ignore encephalitis deaths from vaccines?  Is that disgusting?https://t.co/dCLw6H8vWw",2,,"people,  encephalitis deaths from vaccines,  encephalitis deaths,  vaccines"
"@Saraleeandme @AngPiazza @POTUS Wants to get millions to come in droves as they insist this vaccine will keep us from catching ""the new deadly disease"". What is the damage this new vaccine will do to the recipients. This bastards are evil.",2,"(disease,  CAUSE_OF_DEATH)","Wants,  millions,  droves,  they,  this vaccine,  us,  the new deadly disease What is the damage this new vaccine will do to the recipients This bastards are evil,  the new deadly disease,  the damage this new vaccine will do to the recipients This bastards are evil,  the damage,  this new vaccine,  the recipients This bastards are evil,  the recipients,  This bastards"
@SyAccursed @DoctorChristian I was not just talking about the MMR. Vaccines are given alongside other vaccines. This has never been proven as safe. Babies are being harmed and killed.,2,"(MMR,  Vaccines,  LOCATION)","I,  the MMR Vaccines,  other vaccines This has never been proven as safe Babies are being harmed and killed,  other vaccines,  This,  safe Babies"
#AlfieEvans didn't just pass away. He was murdered because vaccine injury would've been globally publicized if he had gone to Italy. Him living 4 days after they pulled the plug was no coincidence. He was supposed to live. He was one of many who should have had a childhood.,2,"(Italy,  COUNTRY),  (4,  days,  DURATION),  (one,  NUMBER)","AlfieEvans,  He,  vaccine injury wouldve been globally publicized if he had gone to Italy,  vaccine injury wouldve,  he,  Italy,  Him,  4 days,  they,  the plug,  no coincidence,  He,  He,  one of many who should have had a childhood,  one,  many who should have had a childhood,  many,  a childhood"
#Cancer-causing #mercury based #preservative Thimerosal (linked 2 #autism) might be removed from #vaccines: https://t.co/IMqiNPvjbv,1,"(Cancer,  CAUSE_OF_DEATH),  (2,  NUMBER)","Cancer causing mercury based preservative Thimerosal linked 2 autism,  Cancer,  mercury,  preservative Thimerosal linked 2 autism,  preservative Thimerosal,  2 autism,  vaccines"
#CDC #vaccine #policies alone have murdered far more children than #ChemicalWeapons attacks in #Syria https://t.co/EKYstQF9dG,2,"(CDC,  ORGANIZATION),  (attacks,  CAUSE_OF_DEATH),  (Syria,  COUNTRY)","CDC vaccine policies,  far more children,  ChemicalWeapons attacks in Syria,  ChemicalWeapons attacks,  Syria"
#CDC #vaccine #policies alone have murdered far more children than #ChemicalWeapons attacks in #Syria https://t.co/syN3rp7LC3,2,"(CDC,  ORGANIZATION),  (attacks,  CAUSE_OF_DEATH),  (Syria,  COUNTRY)","CDC vaccine policies,  far more children,  ChemicalWeapons attacks in Syria,  ChemicalWeapons attacks,  Syria"
"#Gardasil-9 Facts: More than DOUBLE the amount of #Toxic #Aluminumhttps://t.co/pjWYlSk6D0#HPV #vaccines https://t.co/iKIFXtFG7a",1,"(Gardasil,  ORGANIZATION),  (9,  NUMBER)","Gardasil 9 Facts More,  Gardasil,  9 Facts,  the amount of Toxic Aluminum n n n vaccines,  the amount,  Toxic Aluminum n n n vaccines"
#Mercury in #vaccines may be up to 50 TIMES more toxic to the brain than mercury in fish. https://t.co/2HAbiFOF0H #antivax,1,"(50,  NUMBER)","Mercury in vaccines,  Mercury,  vaccines,  50 TIMES,  the brain than mercury,  the brain,  mercury,  fish antivax"
#Mercury in #vaccines may be up to 50 TIMES more toxic to the brain than mercury in fish. https://t.co/d1QniEDfgX #antivax,1,"(50,  NUMBER)","Mercury in vaccines,  Mercury,  vaccines,  50 TIMES,  the brain than mercury,  the brain,  mercury,  fish antivax"
"#Mumps Outbreak in Harvard: 50 Confirmed CasesAlmost all of the ppl were fully vaccinatedhttps://t.co/8sPdcmqsUX https://t.co/2heWKEuygR",3,"(Harvard,  ORGANIZATION),  (50,  NUMBER)","Mumps Outbreak in Harvard 50 Confirmed Cases,  Mumps Outbreak,  Harvard 50 Confirmed Cases,  n nAlmost,  all of the ppl,  all,  the ppl,  n n n"
"#STUDY: Ppl vaccinated against #Flu 3 years in a row are @ higher risk of catching the fluhttps://t.co/H6NVNF11Xm https://t.co/oaBmF4AwnH",3,"(Flu,  CAUSE_OF_DEATH),  (3,  years,  DURATION),  (flu,  CAUSE_OF_DEATH)","STUDY Ppl vaccinated against Flu 3 years in a row,  STUDY Ppl,  Flu,  3 years,  a row,  higher risk of catching the flu n,  higher risk,  the flu n"
"#Vaccine manufacturers are not required to demonstrate vaccines actually reduce the rate of disease contraction, contagion, complication or mortality and improve health. It is simply assumed that elevated antibody levels equate to immunity despite the lack of supporting evidence.",3,"(disease,  CAUSE_OF_DEATH)","Vaccine manufacturers,  vaccines,  the rate of disease contraction contagion complication or mortality,  the rate,  disease contraction contagion complication or mortality,  disease contraction contagion complication,  mortality,  health It is simply assumed that elevated antibody levels equate to immunity despite the lack of supporting evidence,  health,  It,  elevated antibody levels,  immunity,  the lack of supporting evidence,  the lack,  evidence"
#vaccines #Vaxxed #vaxwithme #vaccines https://t.co/aeGFrpDdlt,2,,"vaccines Vaxxed vaxwithme vaccines,  vaccines,  Vaxxed vaxwithme vaccines"
"#Vaccines Didn't Save Us: 2 Centuries of Statisticshttps://t.co/VotQLwBk0ZNote: NO vaccination for Scarlet Fever https://t.co/0fCwDEO50a",3,"(2,  Centuries,  DURATION),  (Fever,  CAUSE_OF_DEATH)","Vaccines Didnt Save Us 2 Centuries of Statistics n NO vaccination for Scarlet Fever,  Vaccines,  Didnt,  Us 2 Centuries of Statistics,  Us 2 Centuries,  Statistics,  n NO vaccination for Scarlet Fever,  n NO vaccination,  Scarlet Fever"
#vaccineswork #vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/HLvW8v2Mu7,2,,"vaccineswork vaxwithme,  vaccines vaccineswork"
#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed https://t.co/81FKRKEI4S,2,,"vaxwithme,  vaccines vaccineswork vaxwithme vaxxed,  vaccines,  vaccineswork vaxwithme"
#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed https://t.co/zoAHwFktva,2,,"vaxwithme,  vaccines vaccineswork vaxwithme vaxxed,  vaccines,  vaccineswork vaxwithme"
#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme https://t.co/51gchVMVFN,2,,"vaxwithme,  vaccines,  vaccineswork vaxwithme"
#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme https://t.co/eMfCCo1vpU,2,,"vaxwithme,  vaccines,  vaccineswork vaxwithme"
#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme https://t.co/GeovHUtLS1,2,,"vaxwithme,  vaccines,  vaccineswork vaxwithme"
#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme https://t.co/lB3pOZPW8o,2,,"vaxwithme,  vaccines,  vaccineswork vaxwithme"
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/8lN7Z0hTUD,2,,"vaxwithme,  vaccines vaccineswork"
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/cts5XLNUbt,2,,"vaxwithme,  vaccines vaccineswork"
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/E4Kjys2bjW,2,,"vaxwithme,  vaccines vaccineswork"
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/I3BxqmCXw9,2,,"vaxwithme,  vaccines vaccineswork"
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/lkzXQCs6h3,2,,"vaxwithme,  vaccines vaccineswork"
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/LmRASqBUVX,2,,"vaxwithme,  vaccines vaccineswork"
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/qEdPhHGHNc,2,,"vaxwithme,  vaccines vaccineswork"
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/TNV7uTs5sb,2,,"vaxwithme,  vaccines vaccineswork"
#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/wBR4QlIHpg,2,,"vaxwithme,  vaccines vaccineswork"
#vaxwithme #vaxxed #vaccines https://t.co/R9TrwqXikm,2,,"vaxwithme,  vaccines"
#vaxwithme #vaxxed #vaccineswork #vaccines https://t.co/kJhlUw1izl,2,,"vaxwithme,  vaccineswork vaccines"
"#VAXXED Stories: #HOMEOPATHY Saved My Sonhttps://t.co/gIFEcMWqBvCuring vaccine-induced seizures w/ Homeopathy https://t.co/Mhni7HPlgr",2,,"VAXXED Stories HOMEOPATHY,  My Son n vaccine,  seizures,  Homeopathy"
"$101 Million Dollar Vaccine Injury Award for Encephalopathy from MMR Vaccine https://t.co/qnsLql9nM2 #vaccines #vaxwithme #VAXXED#vcaccineswork",2,"(101,  Million,  MONEY),  (Dollar,  MONEY)","101 Million Dollar Vaccine Injury Award for Encephalopathy,  101 Million Dollar Vaccine Injury Award,  Encephalopathy,  MMR Vaccine vaccines vaxwithme VAXXED n n,  MMR Vaccine vaccines,  vaxwithme VAXXED n n"
